FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados
210325;700;;12;
210325;800;;17;
210325;900;;20;
210325;1000;;21;
210325;1100;;22;
210325;1200;;19;
210325;1300;;22;
210325;1400;;11;
210325;1500;;13;
210325;1600;;13;
210325;1700;;12;
210325;1800;;12;
210325;1900;;15;
210325;2000;;11;
210325;2100;;8;
210325;2200;;12;
210325;2300;;12;
210326;0;;14;
210326;100;;18;
210326;200;;10;
210326;300;;11;
210326;400;;15;
210326;500;;16;
210326;600;;14;
210326;700;;17;
210326;800;;18;
210326;900;;19;
210326;1000;;21;
210326;1100;;15;
210326;1200;;20;
210326;1300;;14;
210326;1400;;13;
210326;1500;;9;
210326;1600;;8;
210326;1700;;10;
210326;1800;;10;
210326;1900;;22;
210326;2000;;19;
210326;2100;;24;
210326;2200;;39;
210326;2300;;22;
210327;0;;20;
210327;100;;15;
210327;200;;17;
210327;300;;17;
210327;400;;17;
210327;500;;23;
210327;600;;20;
210327;700;;24;
210327;800;;29;
210327;900;;26;
210327;1000;;24;
210327;1100;;21;
210327;1200;;15;
210327;1300;;14;
210327;1400;;13;
210327;1500;;10;
210327;1600;;8;
210327;1700;;8;
210327;1800;;8;
210327;1900;;11;
210327;2000;;38;
210327;2100;;32;
210327;2200;;25;
210327;2300;;22;
210328;0;;23;
210328;100;;18;
210328;200;;12;
210328;300;;17;
210328;400;;15;
210328;500;;14;
210328;600;;10;
210328;700;;16;
210328;800;;17;
210328;900;;22;
210328;1000;;17;
210328;1100;;18;
210328;1200;;20;
210328;1300;;17;
210328;1400;;17;
210328;1500;;14;
210328;1600;;15;
210328;1700;;19;
210328;1800;;14;
210328;1900;;19;
210328;2000;;18;
210328;2100;;18;
210328;2200;;13;
210328;2300;;13;
210329;0;;13;
210329;100;;11;
210329;200;;10;
210329;300;;9;
210329;400;;11;
210329;500;;14;
210329;600;;14;
210329;700;;13;
210329;800;;13;
210329;900;;19;
210329;1000;;17;
210329;1100;;18;
210329;1200;;19;
210329;1300;;19;
210329;1400;;12;
210329;1500;;15;
210329;1600;;18;
210329;1700;;10;
210329;1800;;9;
210329;1900;;7;
210329;2000;;6;
210329;2100;;7;
210329;2200;;6;
210329;2300;;9;
210330;0;;8;
210330;100;;8;
210330;200;;8;
210330;300;;8;
210330;400;;8;
210330;500;;7;
210330;600;;11;
210330;700;;10;
210330;800;;11;
210330;900;;16;
210330;1000;;15;
210330;1100;;11;
210330;1200;;16;
210330;1300;;17;
210330;1400;;15;
210330;1500;;15;
210330;1600;;21;
210330;1700;;18;
210330;1800;;13;
210330;1900;;19;
210330;2000;;16;
210330;2100;;35;
210330;2200;;30;
210330;2300;;26;
210331;0;;30;
210331;100;;29;
210331;200;;49;
210331;300;;90;
210331;400;;104;
210331;500;;96;
210331;600;;60;
210331;700;;39;
210331;800;;30;
210331;900;;28;
210331;1000;;33;
210331;1100;;;
210331;1200;;;
210331;1300;;34;
210331;1400;;32;
210331;1500;;30;
210331;1600;;26;
210331;1700;;29;
210331;1800;;35;
210331;1900;;30;
210331;2000;;41;
210331;2100;;35;
210331;2200;;40;
210331;2300;;41;
210401;0;;50;
210401;100;;37;
210401;200;;30;
210401;300;;30;
210401;400;;27;
210401;500;;21;
210401;600;;15;
210401;700;;19;
210401;800;;22;
210401;900;;32;
210401;1000;;32;
210401;1100;;30;
210401;1200;;29;
210401;1300;;34;
210401;1400;;35;
210401;1500;;34;
210401;1600;;25;
210401;1700;;21;
210401;1800;;20;
210401;1900;;22;
210401;2000;;15;
210401;2100;;14;
210401;2200;;14;
210401;2300;;12;
210402;0;;13;
210402;100;;17;
210402;200;;13;
210402;300;;14;
210402;400;;10;
210402;500;;17;
210402;600;;12;
210402;700;;11;
210402;800;;21;
210402;900;;21;
210402;1000;;28;
210402;1100;;31;
210402;1200;;40;
210402;1300;;29;
210402;1400;;14;
210402;1500;;9;
210402;1600;;8;
210402;1700;;9;
210402;1800;;7;
210402;1900;;14;
210402;2000;;48;
210402;2100;;21;
210402;2200;;55;
210402;2300;;44;
210403;0;;39;
210403;100;;30;
210403;200;;34;
210403;300;;18;
210403;400;;14;
210403;500;;15;
210403;600;;16;
210403;700;;17;
210403;800;;16;
210403;900;;19;
210403;1000;;18;
210403;1100;;13;
210403;1200;;19;
210403;1300;;12;
210403;1400;;15;
210403;1500;;12;
210403;1600;;12;
210403;1700;;14;
210403;1800;;10;
210403;1900;;13;
210403;2000;;16;
210403;2100;;20;
210403;2200;;30;
210403;2300;;34;
210404;0;;33;
210404;100;;28;
210404;200;;16;
210404;300;;16;
210404;400;;15;
210404;500;;12;
210404;600;;11;
210404;700;;15;
210404;800;;14;
210404;900;;12;
210404;1000;;11;
210404;1100;;8;
210404;1200;;9;
210404;1300;;8;
210404;1400;;8;
210404;1500;;11;
210404;1600;;10;
210404;1700;;14;
210404;1800;;14;
210404;1900;;17;
210404;2000;;14;
210404;2100;;16;
210404;2200;;16;
210404;2300;;15;
210405;0;;11;
210405;100;;14;
210405;200;;9;
210405;300;;9;
210405;400;;9;
210405;500;;12;
210405;600;;14;
210405;700;;9;
210405;800;;14;
210405;900;;11;
210405;1000;;11;
210405;1100;;12;
210405;1200;;8;
210405;1300;;8;
210405;1400;;8;
210405;1500;;9;
210405;1600;;8;
210405;1700;;9;
210405;1800;;7;
210405;1900;;8;
210405;2000;;8;
210405;2100;;6;
210405;2200;;7;
210405;2300;;9;
210406;0;;13;
210406;100;;12;
210406;200;;12;
210406;300;;9;
210406;400;;11;
210406;500;;14;
210406;600;;10;
210406;700;;13;
210406;800;;13;
210406;900;;12;
210406;1000;;14;
210406;1100;;13;
210406;1200;;13;
210406;1300;;9;
210406;1400;;6;
210406;1500;;4;
210406;1600;;4;
210406;1700;;2;
210406;1800;;4;
210406;1900;;6;
210406;2000;;5;
210406;2100;;9;
210406;2200;;16;
210406;2300;;7;
210407;0;;16;
210407;100;;17;
210407;200;;19;
210407;300;;21;
210407;400;;18;
210407;500;;14;
210407;600;;26;
210407;700;;21;
210407;800;;47;
210407;900;;63;
210407;1000;;55;
210407;1100;;45;
210407;1200;;21;
210407;1300;;19;
210407;1400;;16;
210407;1500;;18;
210407;1600;;9;
210407;1700;;7;
210407;1800;;12;
210407;1900;;15;
210407;2000;;16;
210407;2100;;21;
210407;2200;;20;
210407;2300;;20;
210408;0;;12;
210408;100;;17;
210408;200;;8;
210408;300;;13;
210408;400;;8;
210408;500;;9;
210408;600;;7;
210408;700;;5;
210408;800;;6;
210408;900;;9;
210408;1000;;11;
210408;1100;;13;
210408;1200;;7;
210408;1300;;8;
210408;1400;;6;
210408;1500;;5;
210408;1600;;4;
210408;1700;;4;
210408;1800;;8;
210408;1900;;6;
210408;2000;;6;
210408;2100;;7;
210408;2200;;6;
210408;2300;;9;
210409;0;;8;
210409;100;;8;
210409;200;;14;
210409;300;;14;
210409;400;;13;
210409;500;;17;
210409;600;;14;
210409;700;;12;
210409;800;;12;
210409;900;;10;
210409;1000;;13;
210409;1100;;15;
210409;1200;;8;
210409;1300;;10;
210409;1400;;7;
210409;1500;;5;
210409;1600;;8;
210409;1700;;14;
210409;1800;;14;
210409;1900;;17;
210409;2000;;19;
210409;2100;;21;
210409;2200;;26;
210409;2300;;27;
210410;0;;28;
210410;100;;25;
210410;200;;21;
210410;300;;16;
210410;400;;12;
210410;500;;13;
210410;600;;12;
210410;700;;14;
210410;800;;16;
210410;900;;17;
210410;1000;;13;
210410;1100;;13;
210410;1200;;13;
210410;1300;;12;
210410;1400;;10;
210410;1500;;11;
210410;1600;;8;
210410;1700;;8;
210410;1800;;12;
210410;1900;;17;
210410;2000;;17;
210410;2100;;23;
210410;2200;;20;
210410;2300;;15;
210411;0;;21;
210411;100;;24;
210411;200;;18;
210411;300;;14;
210411;400;;17;
210411;500;;17;
210411;600;;13;
210411;700;;14;
210411;800;;16;
210411;900;;17;
210411;1000;;15;
210411;1100;;16;
210411;1200;;10;
210411;1300;;10;
210411;1400;;8;
210411;1500;;7;
210411;1600;;12;
210411;1700;;10;
210411;1800;;8;
210411;1900;;11;
210411;2000;;12;
210411;2100;;31;
210411;2200;;25;
210411;2300;;32;
210412;0;;8;
210412;100;;10;
210412;200;;10;
210412;300;;7;
210412;400;;8;
210412;500;;9;
210412;600;;10;
210412;700;;11;
210412;800;;17;
210412;900;;16;
210412;1000;;22;
210412;1100;;21;
210412;1200;;16;
210412;1300;;17;
210412;1400;;10;
210412;1500;;12;
210412;1600;;10;
210412;1700;;12;
210412;1800;;18;
210412;1900;;26;
210412;2000;;18;
210412;2100;;41;
210412;2200;;48;
210412;2300;;14;
210413;0;;12;
210413;100;;13;
210413;200;;15;
210413;300;;9;
210413;400;;9;
210413;500;;10;
210413;600;;8;
210413;700;;11;
210413;800;;17;
210413;900;;17;
210413;1000;;15;
210413;1100;;14;
210413;1200;;13;
210413;1300;;17;
210413;1400;;17;
210413;1500;;18;
210413;1600;;16;
210413;1700;;14;
210413;1800;;18;
210413;1900;;28;
210413;2000;;35;
210413;2100;;37;
210413;2200;;32;
210413;2300;;31;
210414;0;;12;
210414;100;;14;
210414;200;;13;
210414;300;;21;
210414;400;;16;
210414;500;;17;
210414;600;;13;
210414;700;;21;
210414;800;;17;
210414;900;;14;
210414;1000;;36;
210414;1100;;23;
210414;1200;;31;
210414;1300;;20;
210414;1400;;19;
210414;1500;;19;
210414;1600;;;27
210414;1700;;20;
210414;1800;;31;
210414;1900;;19;
210414;2000;;17;
210414;2100;;16;
210414;2200;;13;
210414;2300;;14;
210415;0;;13;
210415;100;;14;
210415;200;;10;
210415;300;;8;
210415;400;;8;
210415;500;;7;
210415;600;;15;
210415;700;;10;
210415;800;;13;
210415;900;;21;
210415;1000;;17;
210415;1100;;28;
210415;1200;;31;
210415;1300;;25;
210415;1400;;23;
210415;1500;;15;
210415;1600;;17;
210415;1700;;15;
210415;1800;;21;
210415;1900;;26;
210415;2000;;19;
210415;2100;;68;
210415;2200;;63;
210415;2300;;48;
210416;0;;50;
210416;100;;42;
210416;200;;37;
210416;300;;34;
210416;400;;29;
210416;500;;27;
210416;600;;28;
210416;700;;24;
210416;800;;27;
210416;900;;18;
210416;1000;;21;
210416;1100;;29;
210416;1200;;22;
210416;1300;;24;
210416;1400;;17;
210416;1500;;15;
210416;1600;;16;
210416;1700;;16;
210416;1800;;19;
210416;1900;;24;
210416;2000;;34;
210416;2100;;38;
210416;2200;;23;
210416;2300;;44;
210417;0;;35;
210417;100;;22;
210417;200;;18;
210417;300;;12;
210417;400;;10;
210417;500;;13;
210417;600;;11;
210417;700;;14;
210417;800;;12;
210417;900;;14;
210417;1000;;19;
210417;1100;;18;
210417;1200;;14;
210417;1300;;18;
210417;1400;;15;
210417;1500;;9;
210417;1600;;9;
210417;1700;;12;
210417;1800;;21;
210417;1900;;19;
210417;2000;;9;
210417;2100;;10;
210417;2200;;12;
210417;2300;;8;
210418;0;;9;
210418;100;;10;
210418;200;;11;
210418;300;;13;
210418;400;;13;
210418;500;;10;
210418;600;;13;
210418;700;;12;
210418;800;;12;
210418;900;;13;
210418;1000;;19;
210418;1100;;20;
210418;1200;;19;
210418;1300;;17;
210418;1400;;15;
210418;1500;;17;
210418;1600;;13;
210418;1700;;15;
210418;1800;;15;
210418;1900;;12;
210418;2000;;37;
210418;2100;;40;
210418;2200;;36;
210418;2300;;46;
210419;0;;42;
210419;100;;43;
210419;200;;49;
210419;300;;36;
210419;400;;22;
210419;500;;13;
210419;600;;21;
210419;700;;29;
210419;800;;29;
210419;900;;20;
210419;1000;;27;
210419;1100;;16;
210419;1200;;15;
210419;1300;;;
210419;1400;;;
210419;1500;;9;
210419;1600;;16;
210419;1700;;9;
210419;1800;;18;
210419;1900;;26;
210419;2000;;18;
210419;2100;;15;
210419;2200;;18;
210419;2300;;10;
210420;0;;11;
210420;100;;12;
210420;200;;12;
210420;300;;11;
210420;400;;11;
210420;500;;13;
210420;600;;11;
210420;700;;16;
210420;800;;17;
210420;900;;15;
210420;1000;;12;
210420;1100;;15;
210420;1200;;11;
210420;1300;;10;
210420;1400;;10;
210420;1500;;6;
210420;1600;;5;
210420;1700;;5;
210420;1800;;6;
210420;1900;;5;
210420;2000;;9;
210420;2100;;13;
210420;2200;;13;
210420;2300;;19;
210421;0;;12;
210421;100;;8;
210421;200;;7;
210421;300;;14;
210421;400;;9;
210421;500;;7;
210421;600;;6;
210421;700;;6;
210421;800;;6;
210421;900;;10;
210421;1000;;10;
210421;1100;;9;
210421;1200;;4;
210421;1300;;2;
210421;1400;;4;
210421;1500;;4;
210421;1600;;4;
210421;1700;;4;
210421;1800;;3;
210421;1900;;3;
210421;2000;;7;
210421;2100;;10;
210421;2200;;7;
210421;2300;;13;
210422;0;;10;
210422;100;;7;
210422;200;;7;
210422;300;;11;
210422;400;;6;
210422;500;;4;
210422;600;;6;
210422;700;;10;
210422;800;;16;
210422;900;;13;
210422;1000;;10;
210422;1100;;8;
210422;1200;;6;
210422;1300;;6;
210422;1400;;6;
210422;1500;;11;
210422;1600;;17;
210422;1700;;14;
210422;1800;;16;
210422;1900;;18;
210422;2000;;19;
210422;2100;;14;
210422;2200;;42;
210422;2300;;35;
210423;0;;31;
210423;100;;25;
210423;200;;16;
210423;300;;13;
210423;400;;12;
210423;500;;11;
210423;600;;15;
210423;700;;16;
210423;800;;19;
210423;900;;22;
210423;1000;;25;
210423;1100;;23;
210423;1200;;15;
210423;1300;;16;
210423;1400;;21;
210423;1500;;21;
210423;1600;;24;
210423;1700;;20;
210423;1800;;30;
210423;1900;;34;
210423;2000;;49;
210423;2100;;53;
210423;2200;;189;
210423;2300;;168;
210424;0;;106;
210424;100;;75;
210424;200;;98;
210424;300;;96;
210424;400;;59;
210424;500;;24;
210424;600;;21;
210424;700;;20;
210424;800;;22;
210424;900;;18;
210424;1000;;17;
210424;1100;;23;
210424;1200;;22;
210424;1300;;15;
210424;1400;;21;
210424;1500;;18;
210424;1600;;19;
210424;1700;;16;
210424;1800;;19;
210424;1900;;36;
210424;2000;;91;
210424;2100;;84;
210424;2200;;57;
210424;2300;;62;
210425;0;;98;
210425;100;;88;
210425;200;;70;
210425;300;;72;
210425;400;;67;
210425;500;;50;
210425;600;;52;
210425;700;;42;
210425;800;;31;
210425;900;;19;
210425;1000;;18;
210425;1100;;23;
210425;1200;;22;
210425;1300;;15;
210425;1400;;18;
210425;1500;;11;
210425;1600;;14;
210425;1700;;9;
210425;1800;;10;
210425;1900;;17;
210425;2000;;29;
210425;2100;;119;
210425;2200;;80;
210425;2300;;66;
210426;0;;88;
210426;100;;42;
210426;200;;60;
210426;300;;56;
210426;400;;59;
210426;500;;37;
210426;600;;10;
210426;700;;16;
210426;800;;18;
210426;900;;17;
210426;1000;;22;
210426;1100;;21;
210426;1200;;23;
210426;1300;;31;
210426;1400;;25;
210426;1500;;22;
210426;1600;;24;
210426;1700;;24;
210426;1800;;21;
210426;1900;;29;
210426;2000;;75;
210426;2100;;76;
210426;2200;;78;
210426;2300;;101;
210427;0;;96;
210427;100;;92;
210427;200;;82;
210427;300;;84;
210427;400;;55;
210427;500;;28;
210427;600;;37;
210427;700;;45;
210427;800;;34;
210427;900;;74;
210427;1000;;39;
210427;1100;;31;
210427;1200;;20;
210427;1300;;21;
210427;1400;;33;
210427;1500;;35;
210427;1600;;33;
210427;1700;;25;
210427;1800;;32;
210427;1900;;40;
210427;2000;;105;
210427;2100;;104;
210427;2200;;108;
210427;2300;;189;
210428;0;;196;
210428;100;;142;
210428;200;;105;
210428;300;;59;
210428;400;;46;
210428;500;;49;
210428;600;;32;
210428;700;;40;
210428;800;;26;
210428;900;;28;
210428;1000;;26;
210428;1100;;29;
210428;1200;;30;
210428;1300;;33;
210428;1400;;25;
210428;1500;;24;
210428;1600;;25;
210428;1700;;27;
210428;1800;;28;
210428;1900;;32;
210428;2000;;100;
210428;2100;;114;
210428;2200;;59;
210428;2300;;66;
210429;0;;64;
210429;100;;82;
210429;200;;92;
210429;300;;71;
210429;400;;58;
210429;500;;35;
210429;600;;41;
210429;700;;46;
210429;800;;39;
210429;900;;47;
210429;1000;;40;
210429;1100;;41;
210429;1200;;31;
210429;1300;;24;
210429;1400;;38;
210429;1500;;20;
210429;1600;;20;
210429;1700;;23;
210429;1800;;36;
210429;1900;;50;
210429;2000;;48;
210429;2100;;52;
210429;2200;;78;
210429;2300;;61;
210430;0;;49;
210430;100;;61;
210430;200;;95;
210430;300;;44;
210430;400;;21;
210430;500;;20;
210430;600;;16;
210430;700;;21;
210430;800;;22;
210430;900;;35;
210430;1000;;30;
210430;1100;;21;
210430;1200;;21;
210430;1300;;19;
210430;1400;;18;
210430;1500;;21;
210430;1600;;20;
210430;1700;;18;
210430;1800;;34;
210430;1900;;24;
210430;2000;;44;
210430;2100;;32;
210430;2200;;60;
210430;2300;;48;
210501;0;;35;
210501;100;;28;
210501;200;;34;
210501;300;;28;
210501;400;;25;
210501;500;;20;
210501;600;;21;
210501;700;;21;
210501;800;;28;
210501;900;;29;
210501;1000;;43;
210501;1100;;30;
210501;1200;;18;
210501;1300;;21;
210501;1400;;9;
210501;1500;;7;
210501;1600;;11;
210501;1700;;9;
210501;1800;;18;
210501;1900;;16;
210501;2000;;;
210501;2100;;;
210501;2200;;26;
210501;2300;;34;
210502;0;;39;
210502;100;;42;
210502;200;;31;
210502;300;;33;
210502;400;;42;
210502;500;;27;
210502;600;;;
210502;700;;21;
210502;800;;33;
210502;900;;34;
210502;1000;;49;
210502;1100;;45;
210502;1200;;58;
210502;1300;;28;
210502;1400;;25;
210502;1500;;23;
210502;1600;;35;
210502;1700;;25;
210502;1800;;8;
210502;1900;;12;
210502;2000;;23;
210502;2100;;10;
210502;2200;;18;
210502;2300;;16;
210503;0;;17;
210503;100;;18;
210503;200;;15;
210503;300;;22;
210503;400;;16;
210503;500;;14;
210503;600;;15;
210503;700;;12;
210503;800;;8;
210503;900;;8;
210503;1000;;8;
210503;1100;;9;
210503;1200;;17;
210503;1300;;15;
210503;1400;;20;
210503;1500;;22;
210503;1600;;22;
210503;1700;;18;
210503;1800;;19;
210503;1900;;11;
210503;2000;;13;
210503;2100;;18;
210503;2200;;11;
210503;2300;;16;
210504;0;;11;
210504;100;;11;
210504;200;;10;
210504;300;;10;
210504;400;;6;
210504;500;;6;
210504;600;;5;
210504;700;;11;
210504;800;;8;
210504;900;;7;
210504;1000;;;
210504;1100;;;
210504;1200;;21;
210504;1300;;31;
210504;1400;;26;
210504;1500;;10;
210504;1600;;9;
210504;1700;;15;
210504;1800;;40;
210504;1900;;59;
210504;2000;;101;
210504;2100;;228;
210504;2200;;70;
210504;2300;;84;
210505;0;;144;
210505;100;;147;
210505;200;;102;
210505;300;;58;
210505;400;;44;
210505;500;;53;
210505;600;;45;
210505;700;;23;
210505;800;;33;
210505;900;;34;
210505;1000;;25;
210505;1100;;17;
210505;1200;;10;
210505;1300;;9;
210505;1400;;10;
210505;1500;;10;
210505;1600;;9;
210505;1700;;17;
210505;1800;;20;
210505;1900;;20;
210505;2000;;35;
210505;2100;;100;
210505;2200;;151;
210505;2300;;111;
210506;0;;29;
210506;100;;48;
210506;200;;43;
210506;300;;34;
210506;400;;43;
210506;500;;44;
210506;600;;35;
210506;700;;53;
210506;800;;51;
210506;900;;47;
210506;1000;;42;
210506;1100;;38;
210506;1200;;30;
210506;1300;;29;
210506;1400;;25;
210506;1500;;20;
210506;1600;;32;
210506;1700;;17;
210506;1800;;26;
210506;1900;;40;
210506;2000;;63;
210506;2100;;121;
210506;2200;;48;
210506;2300;;110;
210507;0;;83;
210507;100;;63;
210507;200;;50;
210507;300;;40;
210507;400;;26;
210507;500;;27;
210507;600;;21;
210507;700;;15;
210507;800;;25;
210507;900;;29;
210507;1000;;21;
210507;1100;;21;
210507;1200;;17;
210507;1300;;17;
210507;1400;;16;
210507;1500;;17;
210507;1600;;22;
210507;1700;;16;
210507;1800;;22;
210507;1900;;47;
210507;2000;;25;
210507;2100;;39;
210507;2200;;32;
210507;2300;;21;
210508;0;;19;
210508;100;;28;
210508;200;;46;
210508;300;;20;
210508;400;;16;
210508;500;;10;
210508;600;;11;
210508;700;;13;
210508;800;;31;
210508;900;;38;
210508;1000;;32;
210508;1100;;31;
210508;1200;;29;
210508;1300;;16;
210508;1400;;7;
210508;1500;;6;
210508;1600;;7;
210508;1700;;9;
210508;1800;;21;
210508;1900;;35;
210508;2000;;41;
210508;2100;;29;
210508;2200;;48;
210508;2300;;33;
210509;0;;21;
210509;100;;20;
210509;200;;21;
210509;300;;20;
210509;400;;21;
210509;500;;19;
210509;600;;18;
210509;700;;18;
210509;800;;16;
210509;900;;16;
210509;1000;;15;
210509;1100;;20;
210509;1200;;17;
210509;1300;;22;
210509;1400;;16;
210509;1500;;17;
210509;1600;;19;
210509;1700;;20;
210509;1800;;23;
210509;1900;;73;
210509;2000;;103;
210509;2100;;78;
210509;2200;;110;
210509;2300;;114;
210510;0;;189;
210510;100;;93;
210510;200;;60;
210510;300;;54;
210510;400;;24;
210510;500;;12;
210510;600;;10;
210510;700;;9;
210510;800;;17;
210510;900;;13;
210510;1000;;23;
210510;1100;;18;
210510;1200;;21;
210510;1300;;21;
210510;1400;;28;
210510;1500;;26;
210510;1600;;37;
210510;1700;;69;
210510;1800;;78;
210510;1900;;119;
210510;2000;;280;
210510;2100;;312;
210510;2200;;229;
210510;2300;;129;
210511;0;;126;
210511;100;;122;
210511;200;;45;
210511;300;;45;
210511;400;;54;
210511;500;;55;
210511;600;;38;
210511;700;;59;
210511;800;;92;
210511;900;;85;
210511;1000;;106;
210511;1100;;50;
210511;1200;;34;
210511;1300;;32;
210511;1400;;29;
210511;1500;;34;
210511;1600;;35;
210511;1700;;32;
210511;1800;;43;
210511;1900;;48;
210511;2000;;76;
210511;2100;;249;
210511;2200;;201;
210511;2300;;408;
210512;0;;85;
210512;100;;96;
210512;200;;91;
210512;300;;82;
210512;400;;99;
210512;500;;101;
210512;600;;97;
210512;700;;114;
210512;800;;32;
210512;900;;46;
210512;1000;;42;
210512;1100;;45;
210512;1200;;47;
210512;1300;;27;
210512;1400;;35;
210512;1500;;36;
210512;1600;;32;
210512;1700;;34;
210512;1800;;38;
210512;1900;;80;
210512;2000;;178;
210512;2100;;122;
210512;2200;;227;
210512;2300;;102;
210513;0;;111;
210513;100;;119;
210513;200;;79;
210513;300;;49;
210513;400;;86;
210513;500;;91;
210513;600;;82;
210513;700;;111;
210513;800;;135;
210513;900;;71;
210513;1000;;63;
210513;1100;;55;
210513;1200;;42;
210513;1300;;60;
210513;1400;;63;
210513;1500;;48;
210513;1600;;53;
210513;1700;;55;
210513;1800;;55;
210513;1900;;62;
210513;2000;;132;
210513;2100;;205;
210513;2200;;202;
210513;2300;;255;
210514;0;;227;
210514;100;;146;
210514;200;;162;
210514;300;;191;
210514;400;;120;
210514;500;;89;
210514;600;;81;
210514;700;;117;
210514;800;;71;
210514;900;;58;
210514;1000;;68;
210514;1100;;70;
210514;1200;;52;
210514;1300;;53;
210514;1400;;47;
210514;1500;;53;
210514;1600;;55;
210514;1700;;60;
210514;1800;;64;
210514;1900;;69;
210514;2000;;74;
210514;2100;;75;
210514;2200;;68;
210514;2300;;68;
210515;0;;67;
210515;100;;73;
210515;200;;71;
210515;300;;67;
210515;400;;65;
210515;500;;59;
210515;600;;51;
210515;700;;46;
210515;800;;51;
210515;900;;50;
210515;1000;;48;
210515;1100;;51;
210515;1200;;45;
210515;1300;;42;
210515;1400;;41;
210515;1500;;41;
210515;1600;;42;
210515;1700;;42;
210515;1800;;73;
210515;1900;;106;
210515;2000;;131;
210515;2100;;149;
210515;2200;;199;
210515;2300;;199;
210516;0;;221;
210516;100;;191;
210516;200;;139;
210516;300;;141;
210516;400;;73;
210516;500;;41;
210516;600;;48;
210516;700;;45;
210516;800;;34;
210516;900;;30;
210516;1000;;32;
210516;1100;;41;
210516;1200;;39;
210516;1300;;51;
210516;1400;;38;
210516;1500;;39;
210516;1600;;39;
210516;1700;;35;
210516;1800;;39;
210516;1900;;62;
210516;2000;;158;
210516;2100;;83;
210516;2200;;41;
210516;2300;;46;
210517;0;;86;
210517;100;;64;
210517;200;;83;
210517;300;;57;
210517;400;;68;
210517;500;;90;
210517;600;;63;
210517;700;;77;
210517;800;;68;
210517;900;;53;
210517;1000;;53;
210517;1100;;50;
210517;1200;;54;
210517;1300;;52;
210517;1400;;66;
210517;1500;;41;
210517;1600;;88;
210517;1700;;54;
210517;1800;;50;
210517;1900;;64;
210517;2000;;218;
210517;2100;;155;
210517;2200;;97;
210517;2300;;52;
210518;0;;45;
210518;100;;35;
210518;200;;30;
210518;300;;33;
210518;400;;33;
210518;500;;35;
210518;600;;35;
210518;700;;39;
210518;800;;44;
210518;900;;50;
210518;1000;;58;
210518;1100;;53;
210518;1200;;66;
210518;1300;;64;
210518;1400;;52;
210518;1500;;40;
210518;1600;;35;
210518;1700;;40;
210518;1800;;57;
210518;1900;;40;
210518;2000;;37;
210518;2100;;55;
210518;2200;;84;
210518;2300;;85;
210519;0;;70;
210519;100;;60;
210519;200;;42;
210519;300;;33;
210519;400;;43;
210519;500;;45;
210519;600;;44;
210519;700;;8;
210519;800;;13;
210519;900;;18;
210519;1000;;17;
210519;1100;;28;
210519;1200;;23;
210519;1300;;23;
210519;1400;;31;
210519;1500;;29;
210519;1600;;42;
210519;1700;;25;
210519;1800;;35;
210519;1900;;43;
210519;2000;;34;
210519;2100;;47;
210519;2200;;67;
210519;2300;;142;
210520;0;;86;
210520;100;;75;
210520;200;;40;
210520;300;;40;
210520;400;;25;
210520;500;;27;
210520;600;;28;
210520;700;;29;
210520;800;;35;
210520;900;;44;
210520;1000;;41;
210520;1100;;30;
210520;1200;;16;
210520;1300;;18;
210520;1400;;61;
210520;1500;;16;
210520;1600;;33;
210520;1700;;25;
210520;1800;;24;
210520;1900;;33;
210520;2000;;42;
210520;2100;;46;
210520;2200;;77;
210520;2300;;28;
210521;0;;24;
210521;100;;59;
210521;200;;34;
210521;300;;26;
210521;400;;33;
210521;500;;30;
210521;600;;22;
210521;700;;12;
210521;800;;14;
210521;900;;11;
210521;1000;;9;
210521;1100;;6;
210521;1200;;7;
210521;1300;;7;
210521;1400;;5;
210521;1500;;7;
210521;1600;;10;
210521;1700;;17;
210521;1800;;30;
210521;1900;;28;
210521;2000;;40;
210521;2100;;106;
210521;2200;;38;
210521;2300;;51;
210522;0;;195;
210522;100;;88;
210522;200;;109;
210522;300;;57;
210522;400;;85;
210522;500;;41;
210522;600;;45;
210522;700;;36;
210522;800;;17;
210522;900;;13;
210522;1000;;19;
210522;1100;;20;
210522;1200;;11;
210522;1300;;8;
210522;1400;;7;
210522;1500;;8;
210522;1600;;10;
210522;1700;;13;
210522;1800;;48;
210522;1900;;25;
210522;2000;;24;
210522;2100;;28;
210522;2200;;21;
210522;2300;;24;
210523;0;;21;
210523;100;;21;
210523;200;;21;
210523;300;;20;
210523;400;;15;
210523;500;;13;
210523;600;;11;
210523;700;;16;
210523;800;;15;
210523;900;;14;
210523;1000;;20;
210523;1100;;18;
210523;1200;;16;
210523;1300;;16;
210523;1400;;15;
210523;1500;;17;
210523;1600;;15;
210523;1700;;20;
210523;1800;;29;
210523;1900;;28;
210523;2000;;29;
210523;2100;;27;
210523;2200;;25;
210523;2300;;21;
210524;0;;17;
210524;100;;19;
210524;200;;14;
210524;300;;69;
210524;400;;36;
210524;500;;19;
210524;600;;30;
210524;700;;73;
210524;800;;83;
210524;900;;56;
210524;1000;;37;
210524;1100;;17;
210524;1200;;17;
210524;1300;;14;
210524;1400;;12;
210524;1500;;16;
210524;1600;;17;
210524;1700;;20;
210524;1800;;35;
210524;1900;;31;
210524;2000;;60;
210524;2100;;38;
210524;2200;;23;
210524;2300;;26;
